focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Chi ha il suo passaporto?,Who has your passport?,Chi ha il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714481
phrase,,Chi ha il vostro passaporto?,Who has your passport?,Chi ha il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714482
phrase,,Ho bisogno di un passaporto.,I need a passport.,Ho bisogno di un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714484
phrase,,Mi serve un passaporto.,I need a passport.,Mi serve un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714485
phrase,,Sami ha perso il suo passaporto.,Sami lost his passport.,Sami ha perso il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714487
phrase,,Sami perse il suo passaporto.,Sami lost his passport.,Sami perse il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714488
phrase,,Dov'è il suo passaporto?,Where's your passport?,Dov'è il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714497
phrase,,Dov'è il vostro passaporto?,Where's your passport?,Dov'è il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714499
phrase,,Ho perso il mio passaporto.,I lost my passport.,Ho perso il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714500
phrase,,Persi il mio passaporto.,I lost my passport.,Persi il mio passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714501
phrase,,Il mio passaporto non è qui.,My passport isn't here.,Il mio passaporto non è qui.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714504
phrase,,Il mio passaporto non è qua.,My passport isn't here.,Il mio passaporto non è qua.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714505
phrase,,Ricordati di portare il tuo passaporto.,Remember to bring your passport.,Ricordati di portare il tuo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714507
phrase,,Si ricordi di portare il suo passaporto.,Remember to bring your passport.,Si ricordi di portare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714508
phrase,,Ricordatevi di portare il vostro passaporto.,Remember to bring your passport.,Ricordatevi di portare il vostro passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714509
phrase,,Hai preso il tuo passaporto?,Did you take your passport?,Hai preso il tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714512
phrase,,Ha preso il suo passaporto?,Did you take your passport?,Ha preso il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714513
phrase,,Avete preso il vostro passaporto?,Did you take your passport?,Avete preso il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714515
phrase,,Questo è un passaporto canadese.,This is a Canadian passport.,Questo è un passaporto canadese.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714516
phrase,,Ho un passaporto nuovo.,I have a new passport.,Ho un passaporto nuovo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714517
phrase,,Tom ha un passaporto australiano.,Tom has an Australian passport.,Tom ha un passaporto australiano.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714518
phrase,,Tom mi ha mostrato il suo passaporto.,Tom showed me his passport.,Tom mi ha mostrato il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714520
phrase,,Tom mi mostrò il suo passaporto.,Tom showed me his passport.,Tom mi mostrò il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714521
phrase,,"Sfortunatamente, ho perso il mio passaporto.","Unfortunately, I lost my passport.","Sfortunatamente, ho perso il mio passaporto.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714528
phrase,,"Sfortunatamente, persi il mio passaporto.","Unfortunately, I lost my passport.","Sfortunatamente, persi il mio passaporto.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714529
phrase,,Il passaporto di Sami è scaduto.,Sami's passport has expired.,Il passaporto di Sami è scaduto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714530
phrase,,Tom ha rubato il passaporto di Mary.,Tom stole Mary's passport.,Tom ha rubato il passaporto di Mary.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714531
phrase,,Tom rubò il passaporto di Mary.,Tom stole Mary's passport.,Tom rubò il passaporto di Mary.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714532
phrase,,Sami ha rubato il passaporto di Layla.,Sami stole Layla's passport.,Sami ha rubato il passaporto di Layla.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714535
phrase,,Sami rubò il passaporto di Layla.,Sami stole Layla's passport.,Sami rubò il passaporto di Layla.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714537
phrase,,Ho un passaporto diplomatico.,I have a diplomatic passport.,Ho un passaporto diplomatico.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714538
phrase,,Ho il tuo passaporto.,I've got your passport.,Ho il tuo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714539
phrase,,Ho il suo passaporto.,I've got your passport.,Ho il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714540
phrase,,Ho il vostro passaporto.,I've got your passport.,Ho il vostro passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714541
phrase,,Hai il mio passaporto?,Do you have my passport?,Hai il mio passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714542
phrase,,Ha il mio passaporto?,Do you have my passport?,Ha il mio passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714543
phrase,,Avete il mio passaporto?,Do you have my passport?,Avete il mio passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714544
phrase,,Il mio passaporto è stato rubato.,My passport has been stolen.,Il mio passaporto è stato rubato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714547
phrase,,Qual è il numero del tuo passaporto?,What's your passport number?,Qual è il numero del tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714548
phrase,,Qual è il numero del suo passaporto?,What's your passport number?,Qual è il numero del suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714549
phrase,,Qual è il numero del vostro passaporto?,What's your passport number?,Qual è il numero del vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714550
phrase,,Il passaporto è chiaramente falso.,The passport is clearly fake.,Il passaporto è chiaramente falso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714551
phrase,,Tom ha apparentemente perso il suo passaporto.,Tom apparently lost his passport.,Tom ha apparentemente perso il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714552
phrase,,Lui ha un passaporto?,Does he have a passport?,Lui ha un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714555
phrase,,Quando scade il tuo passaporto?,When does your passport expire?,Quando scade il tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714558
phrase,,Quando scade il suo passaporto?,When does your passport expire?,Quando scade il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714559
phrase,,Quando scade il vostro passaporto?,When does your passport expire?,Quando scade il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714560
phrase,,Il tuo passaporto è stato stampato.,Your passport has been printed.,Il tuo passaporto è stato stampato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714561
phrase,,Il suo passaporto è stato stampato.,Your passport has been printed.,Il suo passaporto è stato stampato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714562
phrase,,Il vostro passaporto è stato stampato.,Your passport has been printed.,Il vostro passaporto è stato stampato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714563
phrase,,Ho ancora un passaporto canadese.,I still have a Canadian passport.,Ho ancora un passaporto canadese.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714841
phrase,,Io ho ancora un passaporto canadese.,I still have a Canadian passport.,Io ho ancora un passaporto canadese.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714842
phrase,,Tom non riesce a trovare il suo passaporto.,Tom can't find his passport.,Tom non riesce a trovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714888
phrase,,"Apparentemente, Tom ha perso il suo passaporto.","Apparently, Tom has lost his passport.","Apparentemente, Tom ha perso il suo passaporto.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714893
phrase,,Hai un passaporto canadese?,Do you have a Canadian passport?,Hai un passaporto canadese?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714894
phrase,,Ha un passaporto canadese?,Do you have a Canadian passport?,Ha un passaporto canadese?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714895
phrase,,Avete un passaporto canadese?,Do you have a Canadian passport?,Avete un passaporto canadese?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714897
phrase,,Non è il passaporto di Tom.,That isn't Tom's passport.,Non è il passaporto di Tom.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13714911
phrase,,Non era il passaporto di Tom.,That wasn't Tom's passport.,Non era il passaporto di Tom.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715007
phrase,,Quello non era il passaporto di Tom.,That wasn't Tom's passport.,Quello non era il passaporto di Tom.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715008
phrase,,Tom ha perso ancora il suo passaporto.,Tom has lost his passport again.,Tom ha perso ancora il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715009
phrase,,Tom ha perso di nuovo il suo passaporto.,Tom has lost his passport again.,Tom ha perso di nuovo il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715010
phrase,,Non hai un passaporto?,Don't you have a passport?,Non hai un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715330
phrase,,Non ha un passaporto?,Don't you have a passport?,Non ha un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715331
phrase,,Non avete un passaporto?,Don't you have a passport?,Non avete un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715332
phrase,,Chi ha bisogno di mostrare un passaporto?,Who needs to show a passport?,Chi ha bisogno di mostrare un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715333
phrase,,A chi serve mostrare un passaporto?,Who needs to show a passport?,A chi serve mostrare un passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715334
phrase,,Hai un passaporto algerino?,Do you have an Algerian passport?,Hai un passaporto algerino?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715348
phrase,,Ha un passaporto algerino?,Do you have an Algerian passport?,Ha un passaporto algerino?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715349
phrase,,Avete un passaporto algerino?,Do you have an Algerian passport?,Avete un passaporto algerino?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,13715350
